# IPsum Threat Intelligence Feed
# (https://github.com/stamparm/ipsum)
#
# Last update: Fri, 03 Apr 2026 03:00:58 +0200
#
# IP	number of (black)lists
#
34.11.147.117	1
34.11.255.86	1
34.13.228.119	1
34.79.142.177	1
34.81.112.129	1
34.83.28.41	1
34.83.117.14	1
34.93.16.66	1
34.121.102.176	1
34.139.50.120	1
34.145.55.142	1
34.168.12.145	1
34.182.98.7	1
34.187.229.110	1
35.176.40.241	1
35.197.77.118	1
35.198.215.128	1
35.205.120.182	1
35.205.247.114	1
35.211.29.66	1
35.222.238.74	1
35.225.238.220	1
35.227.67.47	1
35.243.0.217	1
35.243.0.220	1
35.243.1.4	1
36.70.231.59	1
36.147.78.166	1
37.26.70.194	1
37.46.112.100	1
37.49.226.84	1
37.49.228.199	1
37.114.48.221	1
37.139.53.20	1
37.139.53.84	1
37.139.53.88	1
37.139.53.195	1
37.156.147.242	1
37.187.92.128	1
37.187.145.142	1
37.187.180.168	1
37.212.49.16	1
37.212.50.68	1
37.212.52.76	1
37.212.54.80	1
37.212.54.135	1
37.212.54.136	1
37.212.59.128	1
37.212.82.61	1
37.212.82.64	1
37.212.87.54	1
38.68.134.13	1
38.128.66.244	1
38.147.98.190	1
38.152.169.96	1
38.152.253.135	1
38.154.137.167	1
38.170.67.94	1
38.242.134.33	1
38.242.194.221	1
38.244.150.249	1
38.247.12.235	1
38.255.42.91	1
38.255.63.236	1
40.69.216.16	1
40.77.167.22	1
40.81.227.89	1
40.113.80.145	1
40.113.83.83	1
40.113.83.124	1
40.113.83.128	1
40.113.91.248	1
40.123.38.81	1
40.123.197.157	1
41.23.114.21	1
41.72.148.36	1
41.158.171.59	1
41.242.66.125	1
42.96.17.195	1
42.118.0.155	1
42.118.0.233	1
42.180.0.58	1
43.131.9.114	1
43.134.224.138	1
43.157.248.76	1
43.162.122.222	1
43.173.177.250	1
43.173.182.211	1
43.204.92.40	1
43.224.224.85	1
43.225.191.101	1
43.248.118.177	1
44.208.131.176	1
44.217.154.241	1
44.242.170.139	1
45.4.172.194	1
45.5.110.0	1
45.8.17.87	1
45.8.19.224	1
45.8.132.132	1
45.11.20.98	1
45.12.220.34	1
45.14.111.126	1
45.55.220.171	1
45.61.187.246	1
45.61.188.134	1
45.66.208.144	1
45.67.14.64	1
45.76.228.55	1
45.80.104.170	1
45.80.105.201	1
45.84.176.11	1
45.84.177.101	1
45.85.249.111	1
45.86.35.181	1
45.86.200.212	1
45.86.202.8	1
45.86.202.56	1
45.86.202.192	1
45.87.253.147	1
45.89.53.213	1
45.92.29.203	1
45.92.126.252	1
45.95.117.243	1
45.95.146.83	1
45.119.84.18	1
45.119.84.83	1
45.125.245.6	1
45.125.245.21	1
45.125.245.224	1
45.128.133.231	1
45.132.75.133	1
45.133.73.138	1
45.135.32.121	1
45.135.232.10	1
45.135.232.76	1
45.136.237.250	1
45.140.207.113	1
45.142.215.187	1
45.143.145.254	1
45.145.118.185	1
45.146.130.98	1
45.147.10.98	1
45.148.96.51	1
45.148.234.25	1
45.150.65.203	1
45.154.138.194	1
45.155.69.233	1
45.156.130.41	1
45.156.130.43	1
45.189.230.161	1
45.224.69.10	1
45.229.222.177	1
45.237.87.70	1
45.250.20.25	1
45.250.25.182	1
46.3.144.222	1
46.8.14.114	1
46.8.110.217	1
46.8.154.161	1
46.8.154.229	1
46.8.221.114	1
46.8.222.32	1
46.8.255.119	1
46.29.25.47	1
46.41.85.191	1
46.101.83.186	1
46.101.247.76	1
46.105.73.207	1
46.105.79.61	1
46.135.51.109	1
46.135.55.226	1
46.182.4.125	1
46.196.224.199	1
46.209.123.100	1
46.245.76.8	1
46.245.76.50	1
46.246.8.74	1
46.246.8.108	1
46.246.92.34	1
47.236.12.137	1
47.243.188.167	1
49.12.147.23	1
49.82.52.53	1
49.124.206.50	1
49.150.97.247	1
49.205.208.194	1
49.212.148.38	1
49.238.228.30	1
50.6.2.201	1
50.6.2.244	1
50.6.3.4	1
50.6.3.121	1
50.6.35.214	1
50.6.153.178	1
50.6.155.1	1
50.6.156.64	1
50.6.160.184	1
50.6.168.247	1
50.30.32.22	1
50.62.183.174	1
50.92.3.139	1
50.115.18.60	1
50.117.28.58	1
50.174.91.29	1
51.15.159.20	1
51.38.53.154	1
51.57.79.120	1
51.68.180.46	1
51.77.212.249	1
51.79.160.58	1
51.81.182.241	1
51.81.207.12	1
51.91.96.110	1
51.91.152.238	1
51.91.161.103	1
51.91.221.33	1
51.91.239.1	1
51.92.62.246	1
51.103.217.162	1
51.158.145.134	1
51.161.7.9	1
51.178.79.197	1
51.178.81.248	1
51.178.134.66	1
51.210.112.19	1
51.210.120.133	1
51.210.194.145	1
51.222.43.65	1
51.222.253.6	1
51.222.253.7	1
51.222.253.9	1
51.222.253.10	1
51.222.253.14	1
51.222.253.15	1
51.222.253.16	1
51.222.253.20	1
51.254.199.77	1
51.255.119.44	1
52.44.138.47	1
52.57.143.52	1
52.62.15.23	1
52.138.142.69	1
52.138.176.204	1
52.164.120.48	1
52.164.127.31	1
52.164.127.143	1
52.164.223.140	1
52.164.245.163	1
52.165.17.200	1
52.168.149.57	1
52.168.149.195	1
52.169.6.169	1
52.169.25.97	1
52.169.46.19	1
52.169.67.230	1
52.169.71.77	1
52.169.74.151	1
52.169.74.155	1
52.169.74.171	1
52.169.76.113	1
52.169.80.164	1
52.169.89.98	1
52.169.137.124	1
52.169.149.126	1
52.169.149.133	1
52.169.150.195	1
52.169.211.232	1
52.169.214.23	1
52.170.2.169	1
52.170.19.121	1
52.172.227.153	1
52.178.137.1	1
52.228.42.120	1
52.242.231.141	1
54.36.148.94	1
54.36.148.186	1
54.37.39.241	1
54.78.115.243	1
54.79.192.134	1
54.82.219.226	1
54.95.82.70	1
54.144.214.30	1
54.161.130.153	1
54.184.200.250	1
54.185.108.33	1
54.186.237.96	1
54.187.60.9	1
54.188.208.203	1
54.190.145.216	1
54.190.150.121	1
54.191.72.207	1
54.200.215.234	1
54.201.248.243	1
54.202.70.180	1
54.202.213.34	1
54.202.220.139	1
54.202.221.30	1
54.203.163.83	1
54.214.221.85	1
54.218.162.151	1
54.248.3.203	1
54.250.222.94	1
57.128.47.115	1
57.128.87.159	1
57.128.175.14	1
57.129.81.201	1
57.151.82.21	1
58.22.30.72	1
58.57.20.137	1
58.96.65.71	1
58.187.104.67	1
58.213.151.178	1
58.247.63.246	1
59.110.47.144	1
59.125.33.67	1
59.188.5.118	1
60.2.100.125	1
60.163.213.55	1
61.59.6.105	1
61.76.95.217	1
61.167.247.150	1
61.228.199.18	1
61.228.203.14	1
61.228.212.94	1
61.228.229.69	1
62.3.0.38	1
62.60.130.58	1
62.60.130.139	1
62.60.131.162	1
62.60.201.21	1
62.60.208.85	1
62.60.208.136	1
62.60.208.139	1
62.60.208.178	1
62.84.190.190	1
62.146.237.219	1
62.169.16.24	1
62.169.20.37	1
62.173.140.214	1
62.197.149.111	1
62.210.80.46	1
62.212.89.211	1
62.219.106.108	1
63.250.33.76	1
63.250.38.185	1
63.250.38.202	1
64.23.170.70	1
64.32.31.2	1
64.90.38.74	1
64.140.170.196	1
64.226.77.200	1
64.227.139.5	1
64.227.167.65	1
65.21.46.48	1
65.21.87.175	1
65.108.67.236	1
65.109.83.50	1
65.109.154.253	1
65.111.6.228	1
65.111.7.107	1
65.111.7.249	1
65.111.10.56	1
65.111.10.76	1
65.111.24.97	1
65.111.161.44	1
65.181.111.149	1
65.181.111.151	1
65.181.112.107	1
65.254.81.60	1
66.29.132.86	1
66.29.141.59	1
66.29.146.29	1
66.33.192.35	1
66.42.60.228	1
66.42.61.4	1
66.42.224.229	1
66.70.179.224	1
66.78.44.93	1
66.102.128.225	1
66.181.39.42	1
66.226.73.181	1
66.240.236.13	1
67.101.115.146	1
67.205.29.172	1
67.205.42.10	1
67.205.59.102	1
67.205.146.222	1
67.223.118.131	1
67.223.118.141	1
68.65.120.171	1
68.65.120.246	1
68.65.122.55	1
68.65.122.96	1
68.65.123.38	1
68.78.37.77	1
68.178.145.83	1
68.178.168.103	1
68.183.106.79	1
68.183.135.252	1
68.183.143.165	1
68.183.157.208	1
68.183.188.43	1
69.10.43.179	1
69.57.161.166	1
69.61.200.104	1
69.163.163.201	1
69.163.182.169	1
69.163.184.191	1
69.163.255.176	1
69.167.28.14	1
70.39.235.147	1
71.185.231.137	1
72.29.91.210	1
72.56.146.65	1
72.56.146.74	1
72.56.153.137	1
72.56.154.140	1
72.56.156.164	1
72.56.158.118	1
72.56.190.118	1
72.56.190.157	1
72.167.102.233	1
74.81.43.210	1
74.113.60.157	1
74.208.26.90	1
74.208.58.113	1
74.208.58.245	1
74.208.82.207	1
74.208.183.129	1
74.241.242.73	1
75.119.136.179	1
75.119.144.123	1
75.210.22.229	1
76.33.60.82	1
77.24.94.97	1
77.34.104.131	1
77.68.76.200	1
77.81.34.221	1
77.81.43.109	1
77.81.47.207	1
77.100.16.206	1
77.104.73.130	1
77.137.78.217	1
77.237.238.168	1
77.238.239.20	1
77.238.239.25	1
77.238.255.228	1
77.241.73.90	1
77.241.74.62	1
77.241.74.158	1
77.243.91.132	1
77.246.108.239	1
78.24.186.110	1
78.24.186.120	1
78.29.53.57	1
78.87.241.70	1
78.107.255.174	1
78.110.121.156	1
78.135.87.2	1
78.138.99.187	1
78.155.192.110	1
78.157.49.100	1
78.190.88.204	1
78.190.215.166	1
79.31.247.151	1
79.110.134.103	1
79.124.76.167	1
79.127.126.67	1
80.11.160.251	1
80.66.213.217	1
80.70.109.70	1
80.70.109.93	1
80.70.109.190	1
80.71.159.40	1
80.85.245.6	1
80.87.105.82	1
80.87.197.82	1
80.87.199.123	1
80.92.206.106	1
80.94.92.131	1
80.94.97.38	1
80.96.6.252	1
80.210.25.54	1
80.211.189.112	1
81.0.247.162	1
81.8.91.201	1
81.12.27.106	1
81.19.208.86	1
81.19.208.92	1
81.19.208.94	1
81.46.200.250	1
81.88.52.227	1
81.88.53.43	1
81.88.53.97	1
81.88.53.143	1
81.93.145.32	1
82.5.6.187	1
82.21.44.37	1
82.100.220.47	1
82.144.108.135	1
82.156.199.117	1
82.165.60.30	1
82.165.66.230	1
82.165.83.19	1
82.165.84.52	1
82.165.85.34	1
82.180.147.177	1
82.223.0.222	1
82.223.70.74	1
82.223.97.96	1
82.223.216.36	1
83.24.154.202	1
83.24.154.254	1
83.24.157.135	1
83.24.170.254	1
83.24.174.219	1
83.24.179.32	1
83.24.185.75	1
83.31.234.75	1
83.31.242.13	1
83.31.253.106	1
83.142.53.52	1
83.142.53.161	1
83.142.54.166	1
83.150.213.133	1
83.217.72.249	1
83.221.21.68	1
83.222.4.44	1
84.17.47.117	1
84.17.49.189	1
84.143.188.59	1
84.168.203.194	1
84.201.181.85	1
84.239.37.20	1
84.239.41.14	1
84.239.43.48	1
84.239.43.159	1
84.239.43.162	1
84.239.43.178	1
84.239.45.6	1
84.239.47.69	1
84.239.47.137	1
84.247.133.142	1
84.247.144.53	1
84.247.170.12	1
85.11.182.11	1
85.26.233.39	1
85.26.233.77	1
85.26.233.224	1
85.26.234.205	1
85.26.235.47	1
85.26.235.128	1
85.112.201.196	1
85.190.243.216	1
85.203.36.223	1
85.204.70.112	1
85.209.148.243	1
85.237.194.43	1
85.239.39.202	1
85.239.247.61	1
86.0.86.241	1
86.48.24.152	1
86.102.17.77	1
86.104.37.37	1
86.107.77.178	1
86.109.3.23	1
87.98.136.147	1
87.106.204.133	1
87.121.84.14	1
87.177.87.167	1
87.229.65.46	1
87.236.20.78	1
87.239.191.54	1
87.249.139.186	1
87.250.224.55	1
87.251.78.46	1
88.99.162.239	1
88.135.68.27	1
88.184.164.106	1
88.208.205.127	1
88.210.3.196	1
89.19.59.150	1
89.24.207.120	1
89.37.173.28	1
89.40.227.248	1
89.45.83.89	1
89.46.91.25	1
89.46.104.166	1
89.46.105.193	1
89.46.105.235	1
89.46.107.133	1
89.46.223.80	1
89.46.223.86	1
89.46.223.88	1
89.105.199.147	1
89.110.76.235	1
89.110.123.88	1
89.113.144.208	1
89.116.210.14	1
89.117.19.179	1
89.117.74.114	1
89.124.81.81	1
89.144.145.213	1
89.169.36.109	1
89.175.12.245	1
89.233.105.203	1
89.253.255.122	1
90.156.142.68	1
90.168.61.244	1
91.84.101.84	1
91.84.102.194	1
91.90.122.9	1
91.90.123.179	1
91.121.45.51	1
91.134.7.130	1
91.151.95.70	1
91.170.2.50	1
91.184.244.62	1
91.187.99.178	1
91.190.136.30	1
91.193.42.15	1
91.199.118.221	1
91.202.5.155	1
91.204.150.99	1
91.213.188.12	1
91.217.249.135	1
91.224.92.157	1
91.230.208.135	1
91.238.162.8	1
91.240.85.100	1
92.53.96.37	1
92.53.96.101	1
92.63.102.146	1
92.100.50.96	1
92.114.50.2	1
92.119.36.6	1
92.119.36.17	1
92.119.36.21	1
92.119.36.40	1
92.119.36.45	1
92.119.36.47	1
92.119.36.63	1
92.119.36.76	1
92.119.36.86	1
92.119.36.92	1
92.119.36.107	1
92.119.36.114	1
92.119.36.120	1
92.119.36.131	1
92.119.193.66	1
92.119.238.104	1
92.204.53.8	1
92.204.53.188	1
92.205.20.105	1
92.205.29.137	1
92.205.110.219	1
92.205.167.152	1
92.205.215.142	1
92.205.231.61	1
92.222.107.113	1
92.222.171.6	1
92.247.102.4	1
93.89.232.2	1
93.100.139.106	1
93.114.105.117	1
93.123.109.230	1
93.123.109.231	1
93.152.210.192	1
93.152.210.199	1
93.157.141.201	1
93.186.201.106	1
94.23.70.39	1
94.26.90.191	1
94.45.119.28	1
94.46.25.58	1
94.72.113.166	1
94.72.114.183	1
94.102.49.46	1
94.103.173.219	1
94.180.243.12	1
94.191.24.214	1
94.231.103.89	1
95.47.239.221	1
95.104.189.234	1
95.143.172.176	1
95.143.193.15	1
95.154.198.138	1
95.164.145.203	1
95.168.206.89	1
95.173.221.214	1
95.181.236.157	1
95.188.65.216	1
95.217.121.232	1
95.217.232.190	1
97.107.131.224	1
97.205.0.149	1
97.235.238.253	1
98.158.79.194	1
98.159.234.181	1
100.27.131.219	1
101.32.9.17	1
101.35.56.33	1
101.37.75.104	1
101.47.22.114	1
101.47.55.37	1
101.100.194.71	1
101.128.98.120	1
101.251.6.19	1
102.0.13.70	1
102.129.232.234	1
102.130.125.7	1
102.165.16.74	1
102.210.146.151	1
102.213.201.1	1
102.222.107.112	1
103.6.196.61	1
103.7.113.18	1
103.11.101.93	1
103.11.103.126	1
103.28.36.105	1
103.31.38.163	1
103.35.189.224	1
103.39.51.184	1
103.42.58.99	1
103.58.102.52	1
103.67.244.241	1
103.72.97.210	1
103.74.121.5	1
103.74.123.7	1
103.75.187.239	1
103.75.196.188	1
103.77.207.75	1
103.81.84.34	1
103.81.249.126	1
103.82.36.71	1
103.87.142.211	1
103.90.232.143	1
103.92.85.202	1
103.97.126.116	1
103.106.104.116	1
103.108.228.58	1
103.109.180.104	1
103.110.84.40	1
103.110.84.130	1
103.110.86.217	1
103.112.171.90	1
103.112.171.162	1
103.117.180.182	1
103.118.29.120	1
103.119.239.78	1
103.124.92.114	1
103.130.183.165	1
103.132.20.2	1
103.133.105.75	1
103.141.235.32	1
103.141.235.36	1
103.141.235.124	1
103.141.235.249	1
103.145.176.76	1
103.147.122.46	1
103.148.164.166	1
103.152.248.191	1
103.153.42.48	1
103.153.68.238	1
103.154.184.168	1
103.154.184.211	1
103.154.222.60	1
103.155.161.253	1
103.159.50.213	1
103.160.95.37	1
103.161.170.99	1
103.161.173.219	1
103.164.223.53	1
103.166.177.228	1
103.166.182.115	1
103.167.98.35	1
103.167.150.146	1
103.167.248.66	1
103.169.35.190	1
103.169.160.163	1
103.173.227.63	1
103.173.227.188	1
103.174.50.98	1
103.176.94.86	1
103.179.190.244	1
103.179.248.116	1
103.185.185.188	1
103.191.76.181	1
103.204.130.101	1
103.211.71.72	1
103.213.38.226	1
103.218.122.203	1
103.219.169.75	1
103.224.53.175	1
103.231.202.90	1
103.247.151.136	1
103.247.151.189	1
103.253.20.138	1
104.28.165.57	1
104.28.198.33	1
104.28.201.202	1
104.28.212.150	1
104.28.222.237	1
104.28.230.33	1
104.28.244.150	1
104.28.254.237	1
104.30.12.104	1
104.30.14.198	1
104.35.169.60	1
104.36.176.9	1
104.131.20.165	1
104.156.155.31	1
104.167.25.35	1
104.168.83.219	1
104.198.246.170	1
104.207.33.203	1
104.207.43.186	1
104.207.53.223	1
104.207.254.234	1
104.224.28.70	1
104.234.53.76	1
104.234.53.164	1
104.238.158.140	1
104.248.27.165	1
104.248.118.66	1
104.248.148.137	1
104.248.184.91	1
104.250.158.78	1
104.250.164.158	1
104.255.152.76	1
105.22.33.214	1
105.108.159.253	1
105.155.129.213	1
106.75.49.110	1
106.116.116.36	1
106.219.161.109	1
107.150.0.115	1
107.150.0.116	1
107.151.198.82	1
107.151.220.250	1
107.152.42.151	1
107.155.67.51	1
107.161.168.10	1
107.170.66.27	1
107.180.112.229	1
107.180.115.90	1
107.180.118.84	1
107.180.240.99	1
107.180.242.112	1
107.180.245.224	1
107.180.249.30	1
107.180.252.236	1
108.141.61.137	1
108.165.40.73	1
108.165.113.155	1
108.179.211.98	1
108.179.219.178	1
109.107.180.67	1
109.123.236.202	1
109.177.31.120	1
109.177.104.197	1
109.195.177.136	1
109.248.13.222	1
109.248.48.162	1
109.248.49.55	1
109.248.143.179	1
109.248.204.172	1
110.4.45.184	1
110.49.126.114	1
110.138.133.5	1
111.68.6.186	1
111.68.6.194	1
111.68.6.198	1
111.229.111.163	1
111.249.128.73	1
111.249.145.212	1
111.249.145.240	1
112.78.2.88	1
112.211.216.119	1
113.11.176.77	1
113.45.52.130	1
113.45.227.187	1
113.52.133.204	1
113.160.208.10	1
113.185.53.244	1
113.189.140.98	1
113.192.8.160	1
114.10.40.106	1
114.23.54.133	1
114.25.100.1	1
114.37.208.245	1
114.55.74.90	1
115.79.32.136	1
115.202.170.115	1
116.101.74.126	1
116.105.172.136	1
116.118.45.196	1
116.202.220.253	1
116.204.78.140	1
117.176.208.234	1
118.69.178.106	1
118.114.212.215	1
118.139.176.12	1
118.139.176.62	1
118.139.182.99	1
118.161.192.96	1
118.194.249.77	1
119.8.34.117	1
119.42.146.66	1
119.156.243.110	1
120.24.23.234	1
120.76.230.30	1
120.78.88.119	1
120.228.243.156	1
121.54.191.221	1
121.206.246.144	1
122.114.59.75	1
124.6.130.26	1
124.115.222.218	1
124.156.179.148	1
125.163.131.54	1
125.253.121.223	1
128.90.163.12	1
128.90.163.13	1
128.199.0.160	1
128.199.23.132	1
128.199.80.76	1
128.199.116.219	1
128.199.142.61	1
130.193.77.35	1
130.193.228.196	1
130.195.221.186	1
130.195.221.190	1
130.195.241.13	1
131.153.236.184	1
132.145.196.107	1
132.148.177.245	1
132.148.178.183	1
134.122.6.46	1
134.122.67.125	1
134.199.149.199	1
134.199.169.90	1
134.199.170.155	1
134.209.106.122	1
134.209.118.102	1
134.209.233.55	1
134.209.236.98	1
135.125.5.71	1
135.125.183.119	1
135.125.240.194	1
135.181.114.22	1
135.225.82.247	1
136.243.41.153	1
136.243.228.194	1
137.74.223.84	1
137.184.64.213	1
137.184.145.14	1
138.2.21.2	1
138.59.136.255	1
138.68.147.238	1
138.68.184.195	1
138.117.148.151	1
138.117.148.157	1
138.117.148.158	1
138.124.180.192	1
138.197.131.228	1
138.197.201.180	1
138.199.19.163	1
138.199.19.168	1
138.199.36.228	1
138.199.59.162	1
138.199.59.182	1
138.199.63.98	1
138.201.125.121	1
139.59.9.251	1
139.59.32.59	1
139.59.71.236	1
139.59.97.132	1
139.59.105.64	1
139.59.131.123	1
139.59.132.161	1
139.59.151.191	1
139.144.52.241	1
139.171.135.174	1
139.207.211.233	1
140.82.171.239	1
140.99.101.190	1
140.112.90.49	1
140.190.47.165	1
140.235.170.115	1
140.235.171.74	1
141.95.53.61	1
141.95.54.193	1
141.98.11.152	1
141.98.80.111	1
141.98.80.113	1
141.98.80.181	1
141.164.80.139	1
141.164.86.45	1
141.164.86.172	1
141.255.164.210	1
141.255.164.211	1
141.255.164.212	1
142.44.138.99	1
142.147.110.127	1
143.92.42.183	1
143.110.144.210	1
143.110.157.4	1
143.198.55.111	1
143.198.87.186	1
143.198.207.55	1
143.202.162.156	1
143.244.42.77	1
144.31.79.117	1
144.91.65.142	1
144.91.88.83	1
144.91.101.129	1
144.124.236.69	1
145.239.93.122	1
145.239.154.82	1
145.239.200.147	1
146.19.140.68	1
146.59.136.90	1
146.59.227.21	1
146.70.15.22	1
146.70.86.220	1
146.70.175.6	1
146.70.175.12	1
146.70.175.52	1
146.70.175.78	1
146.70.175.94	1
146.70.176.222	1
146.70.178.124	1
146.70.178.246	1
146.70.180.7	1
146.70.186.204	1
146.103.103.76	1
146.185.78.137	1
146.190.18.202	1
146.190.86.62	1
146.190.104.39	1
146.190.104.221	1
146.196.81.233	1
147.32.87.136	1
147.75.101.247	1
147.92.53.143	1
147.93.190.165	1
147.182.255.27	1
148.66.135.187	1
148.72.247.255	1
148.113.6.127	1
148.113.221.150	1
148.222.186.9	1
149.33.8.91	1
149.40.50.9	1
149.40.50.45	1
149.40.50.47	1
149.50.107.14	1
149.62.41.99	1
149.62.185.132	1
149.102.230.136	1
149.102.239.45	1
149.126.216.23	1
149.126.216.104	1
149.126.216.186	1
149.126.217.32	1
149.126.217.63	1
149.126.217.149	1
149.126.217.195	1
149.126.217.225	1
149.126.219.1	1
149.126.219.150	1
149.126.219.224	1
149.126.219.229	1
149.126.220.129	1
149.126.221.114	1
149.126.221.246	1
149.126.222.174	1
149.126.223.189	1
149.129.234.47	1
149.130.174.178	1
150.66.38.25	1
150.230.202.222	1
150.241.251.38	1
151.11.51.9	1
151.197.219.82	1
152.42.164.152	1
152.52.81.161	1
152.53.103.246	1
152.53.193.46	1
152.67.193.32	1
153.127.18.89	1
153.127.195.85	1
154.3.236.202	1
154.16.192.142	1
154.30.213.53	1
154.30.213.225	1
154.30.213.247	1
154.64.232.124	1
154.82.150.220	1
154.83.103.101	1
154.83.103.104	1
154.83.103.107	1
154.83.103.108	1
154.83.103.113	1
154.83.103.201	1
154.83.103.202	1
154.83.103.204	1
154.83.103.205	1
154.83.103.210	1
154.83.103.236	1
154.196.26.124	1
154.196.71.33	1
154.213.164.226	1
154.213.164.241	1
154.213.165.9	1
154.213.167.92	1
154.213.198.196	1
154.214.1.132	1
155.4.47.54	1
155.133.27.229	1
156.146.39.220	1
156.146.55.159	1
156.218.224.253	1
156.228.76.160	1
156.228.84.142	1
156.228.86.186	1
156.228.88.47	1
156.228.91.124	1
156.228.92.144	1
156.228.93.95	1
156.228.93.109	1
156.228.97.223	1
156.228.99.8	1
156.228.100.32	1
156.228.100.193	1
156.228.103.68	1
156.228.103.125	1
156.228.125.144	1
156.228.190.138	1
156.233.73.227	1
156.233.85.230	1
156.233.89.172	1
156.242.33.73	1
156.242.33.104	1
156.242.33.116	1
156.242.34.1	1
156.242.37.161	1
156.242.38.159	1
156.242.39.204	1
156.242.41.62	1
156.242.41.171	1
156.242.42.27	1
156.242.42.137	1
156.242.43.147	1
156.248.81.95	1
156.248.83.33	1
156.248.83.124	1
156.253.165.67	1
156.253.166.80	1
156.253.171.9	1
157.173.200.105	1
157.230.20.249	1
157.230.24.5	1
157.230.44.64	1
157.230.45.166	1
157.230.98.249	1
157.230.113.126	1
157.230.122.57	1
157.230.250.239	1
157.230.255.214	1
157.245.89.176	1
157.245.109.12	1
157.245.154.48	1
158.220.102.209	1
158.220.116.163	1
159.26.105.98	1
159.26.120.25	1
159.65.14.108	1
159.65.121.128	1
159.65.124.148	1
159.65.137.64	1
159.65.152.66	1
159.65.181.206	1
159.75.154.150	1
159.89.97.218	1
159.89.120.67	1
159.89.183.70	1
159.100.19.63	1
159.203.181.74	1
159.203.191.140	1
159.223.27.70	1
159.223.31.193	1
159.223.77.101	1
160.22.122.134	1
160.119.196.20	1
160.251.96.90	1
161.35.8.69	1
161.35.158.4	1
161.35.221.104	1
161.82.200.37	1
161.97.81.10	1
161.97.119.41	1
161.97.187.149	1
161.248.188.29	1
161.248.189.50	1
161.248.201.162	1
161.248.201.171	1
162.0.209.35	1
162.0.209.174	1
162.0.209.248	1
162.0.217.169	1
162.0.226.36	1
162.0.226.65	1
162.0.232.105	1
162.0.232.211	1
162.0.239.224	1
162.19.75.166	1
162.55.224.233	1
162.214.78.123	1
162.214.101.253	1
162.214.146.169	1
162.214.159.60	1
162.214.206.216	1
162.214.208.138	1
162.215.218.90	1
162.240.48.171	1
162.240.102.83	1
162.240.109.107	1
162.240.111.156	1
162.240.151.98	1
162.240.151.141	1
162.240.170.28	1
162.240.232.97	1
162.240.238.100	1
162.240.239.64	1
162.241.99.71	1
162.241.126.57	1
162.243.62.9	1
163.5.143.56	1
163.44.196.131	1
163.47.203.81	1
163.172.53.224	1
163.172.87.130	1
163.172.106.185	1
163.223.13.96	1
163.223.60.128	1
163.227.239.124	1
164.90.144.90	1
164.90.167.133	1
164.90.188.101	1
164.92.168.217	1
165.16.22.161	1
165.22.27.189	1
165.22.60.170	1
165.22.210.249	1
165.22.217.140	1
165.22.223.164	1
165.22.254.193	1
165.84.219.9	1
165.84.219.106	1
165.225.113.214	1
165.225.113.215	1
165.225.113.216	1
165.227.140.18	1
165.227.140.102	1
165.227.148.78	1
165.227.177.101	1
165.227.214.30	1
165.232.60.151	1
165.232.75.165	1
165.232.187.16	1
167.71.41.125	1
167.71.62.214	1
167.71.181.93	1
167.86.74.244	1
167.114.47.77	1
167.148.195.109	1
167.172.85.59	1
167.172.85.70	1
167.172.113.201	1
167.172.167.86	1
167.249.52.19	1
168.110.193.229	1
168.196.212.195	1
169.197.86.50	1
170.39.184.23	1
170.39.217.108	1
170.64.177.237	1
170.64.192.128	1
170.64.194.124	1
170.64.206.101	1
170.64.209.81	1
170.64.212.19	1
170.64.230.208	1
170.64.239.229	1
170.78.118.123	1
170.82.132.61	1
170.106.196.7	1
170.199.227.23	1
170.244.145.231	1
171.4.17.108	1
171.224.181.112	1
171.224.181.161	1
171.229.252.222	1
171.244.0.91	1
171.244.34.211	1
172.59.120.41	1
172.96.141.80	1
172.120.81.91	1
172.166.217.122	1
173.212.221.77	1
173.212.223.204	1
173.236.196.141	1
173.236.218.94	1
173.239.216.37	1
173.249.59.196	1
173.249.144.45	1
173.249.144.86	1
173.252.167.20	1
173.252.167.50	1
173.252.167.70	1
176.9.93.109	1
176.37.78.37	1
176.63.4.127	1
176.65.149.218	1
176.117.107.75	1
176.117.107.135	1
176.126.103.194	1
176.238.250.110	1
177.38.206.136	1
177.53.133.219	1
177.104.254.128	1
177.124.46.179	1
177.124.65.120	1
177.184.50.212	1
178.20.30.108	1
178.22.126.103	1
178.32.72.217	1
178.32.119.4	1
178.32.213.243	1
178.33.40.189	1
178.33.109.193	1
178.33.250.132	1
178.33.250.136	1
178.42.52.207	1
178.42.53.71	1
178.42.66.70	1
178.62.201.7	1
178.67.10.66	1
178.67.23.227	1
178.67.29.118	1
178.67.51.76	1
178.67.86.0	1
178.128.166.101	1
178.128.255.38	1
178.175.132.163	1
178.175.142.134	1
178.176.82.158	1
178.176.86.156	1
178.176.87.14	1
178.209.50.230	1
178.238.224.249	1
178.239.147.98	1
178.239.147.118	1
178.251.31.179	1
178.254.39.80	1
179.43.152.115	1
179.127.250.61	1
180.74.250.125	1
180.93.137.9	1
180.101.81.34	1
180.211.137.8	1
180.252.115.14	1
181.67.82.51	1
181.79.85.72	1
181.84.9.126	1
181.118.46.174	1
181.118.50.26	1
181.188.173.106	1
181.204.91.19	1
181.214.206.11	1
181.214.206.18	1
181.214.218.111	1
181.215.16.127	1
181.225.235.138	1
182.92.110.55	1
182.92.206.188	1
183.17.228.64	1
